,CONAME,address,lat,lng,distance
859,SEACOR HOLDINGS INC,"2200 Eller Drive, PO Box 13038, Fort Lauderdale, FL, 33316",26.0830109,-80.1155381,12430.456502
860,HMS HOLDINGS CORP,"5615 High Point Drive, Irving, TX, 75038",32.8885139,-96.97214799999999,12032.489366
861,GULFPORT ENERGY CORP,"14313 North May Avenue, Suite 100, Oklahoma City, OK, 73134",35.616118,-97.5678379,11735.319643
862,HEWLETT PACKARD ENTERPRISE,"3000 Hanover Street, Palo Alto, CA, 94304",37.4146379,-122.145929,11329.906908
863,CSRA INC,"3170 Fairview Park Drive, Falls Church, VA, 22042",38.8604305,-77.21437829999999,11003.527839
864,FOUR CORNERS PROPERTY TR INC,"591 Redwood Hwy, Mill Valley, CA, 94941",37.8890238,-122.5183952,11270.465267
865,DDR CORP,"3300 Enterprise Parkway, Beachwood, OH, 44122",41.4677134,-81.49530639999999,10843.399164
866,CHESAPEAKE ENERGY CORP,"6100 North Western Avenue, Oklahoma City, OK, 73118",35.5346475,-97.5289018,11744.064528
867,CREE INC,"4600 Silicon Drive, Durham, NC, 27703",35.8994783,-78.8423838,11361.391107
868,LIVANOVA PLC,"5 Merchant Square, North Wharf Road, London, W2 1AY",51.5188962,-0.173369,5933.16168
869,CRYOLIFE INC,"1655 Roberts Boulevard NW, Kennesaw, GA, 30144",34.0032301,-84.59442779999999,11714.712015
870,UNIVERSAL ELECTRONICS INC,"201 East Sandpointe Avenue, 8th Floor, Santa Ana, CA, 92707",33.69800830000001,-117.8664389,11821.623076
871,ALLERGAN PLC,"Clonshaugh Business and Technology Park, Coolock, Dublin, D17 E400",53.4005042,-6.2230053,6248.066009
872,HUMANA INC,"500 West Main Street, Louisville, KY, 40202",38.2563673,-85.7585738,11282.585857
873,INTUIT INC,"2700 Coast Avenue, Mountain View, CA, 94043",37.4306146,-122.0960646,11329.34437
874,MICROCHIP TECHNOLOGY INC,"2355 West Chandler Boulevard, Chandler, AZ, 85224",33.3043905,-111.8821676,11957.690348
875,JARDEN CORP,"1800 North Military Trail, Boca Raton, FL, 33431",26.3625235,-80.1213345,12401.347485
876,CHICOS FAS INC,"11215 Metro Parkway, Fort Myers, FL, 33966",26.57936,-81.84992749999999,12432.366649
877,CHUBB LTD,"Barengasse 32, Zurich, 8001",47.3694189,8.5360915,5470.238244
878,FOSSIL GROUP INC,"901 South Central Expressway, Richardson, TX, 75080",32.9382263,-96.74492149999999,12025.151727
879,GENERAL GROWTH PPTYS INC,"110 North Wacker Drive, Chicago, IL, 60606",41.8834097,-87.63737739999999,10925.205377
880,SANMINA CORP,"2700 North First Street, San Jose, CA, 95134",37.3900362,-121.9295653,11337.512572
881,APTARGROUP INC,"475 West Terra Cotta Avenue, Suite E, Crystal Lake, IL, 60014",42.24719520000001,-88.3399852,10897.425046
882,O'REILLY AUTOMOTIVE INC,"233 South Patterson Avenue, Springfield, MO, 65802",37.20765919999999,-93.2492485,11518.955039
883,ROYAL CARIBBEAN CRUISES LTD,"1050 Caribbean Way, Miami, 33132",25.7752306,-80.1783085,12464.750984
884,POLYONE CORP,"33587 Walker Road, Avon Lake, OH, 44012",41.493322,-82.052849,10853.859828
885,JABIL CIRCUIT INC,"10560 Dr. Martin Luther King, Jr. Street North, St. Petersburg, FL, 33716",27.8687571,-82.6484117,12319.121846
886,ANIKA THERAPEUTICS INC,"32 Wiggins Avenue, Bedford, MA, 1730",42.4803294,-71.2663544,10442.348028
887,REINSURANCE GROUP AMER INC,"16600 Swingley Ridge Road, Chesterfield, MO, 63017",38.661306,-90.56653,11323.541073
888,TITAN INTERNATIONAL INC,"2701 Spruce Street, Quincy, IL, 62301",39.9474329,-91.37161499999999,11194.123383
889,ELLIS PERRY INTL INC,"3000 NW 107th Avenue, Miami, FL, 33172",25.8015681,-80.37006939999999,12468.200969
890,HEALTHCARE REALTY TRUST INC,"3310 West End Avenue, Suite 700, Nashville, TN, 37203",36.1409566,-86.81850229999999,11532.632095
891,ACADIA REALTY TRUST,"411 Theodore Fremd Avenue, Suite 300, Rye, NY, 10580",40.9735865,-73.70061679999999,10676.154249
892,TRANSOCEAN LTD,"10 Chemin de Blandonnet, Vernier, 1214",46.2212021,6.0974721,5686.446599
893,TANGER FACTORY OUTLET CTRS,"3200 Northline Avenue, Suite 360, Greensboro, NC, 27408",36.0882736,-79.8347077,11370.018825
894,FLOTEK INDUSTRIES INC,"10603 West Sam Houston Parkway North, Suite 300, Houston, TX, 77064",29.9197877,-95.55738,12347.190208
895,ALLSTATE CORP,"2775 Sanders Road, Northbrook, IL, 60062",42.1009833,-87.8704727,10905.531731
896,PAPA JOHNS INTERNATIONAL INC,"2002 Papa Johns Boulevard, Louisville, KY, 40299",38.2125113,-85.5317798,11282.634143
897,GENTHERM INC,"21680 Haggerty Road, Suite 101, Northville, MI, 48167",42.4480598,-83.4330564,10782.740237
898,FLIR SYSTEMS INC,"27700 SW Parkway Avenue, Wilsonville, OR, 97070",45.31977879999999,-122.7646278,10469.065
899,STONE ENERGY CORP,"625 East Kaliste Saloom Road, Lafayette, LA, 70508",30.1971523,-92.0053602,12271.423353
900,BRINKS CO,"1801 Bayberry Court, PO Box 18100, Richmond, VA, 23226",37.6078137,-77.53184519999999,11143.731108
901,POST PROPERTIES INC,"4401 Northside Parkway, Suite 800, Atlanta, GA, 30327",33.868009,-84.448933,11725.790915
902,CAMDEN PROPERTY TRUST,"11 Greenway Plaza, Suite 2400, Houston, TX, 77046",29.7321329,-95.43544329999999,12366.596845
903,MONARCH CASINO & RESORT INC,"3800 South Virginia Street, Reno, NV, 89502",39.4889071,-119.7936863,11156.91056
904,EQUITY RESIDENTIAL,"Two North Riverside Plaza, Chicago, IL, 60606",41.8825078,-87.6387652,10925.327265
905,BORGWARNER INC,"3850 Hamlin Road, Auburn Hills, MI, 48326",42.6458447,-83.2107925,10756.741899
906,SPARTANNASH CO,"850 76th Street, S.W., PO Box 8700, Grand Rapids, MI, 49518",42.825551,-85.684614,10787.735787
907,SAUL CENTERS INC,"7501 Wisconsin Avenue, Suite 1500, Bethesda, MD, 20814",38.9853692,-77.09354359999999,10986.909042
908,ARRIS INTERNATIONAL PLC,"3871 Lakefield Drive, Suwanee, GA, 30024",34.0646195,-84.1549726,11697.72241
909,KEURIG GREEN MOUNTAIN INC,"33 Coffee Lane, Waterbury, VT, 5676",44.3378203,-72.7562636,10301.564619
910,COLONIAL PROPERTIES TRUST,"569 Brookwood Village, Suite 851, Birmingham, AL, 35209",33.468403,-86.773185,11820.672361
911,BARNES & NOBLE INC,"122 Fifth Avenue, New York, NY, 10011",40.7382681,-73.99237049999999,10709.677902
912,MARRIOTT INTL INC,"10400 Fernwood Road, Bethesda, MD, 20817",39.0247171,-77.1382699,10984.132801
913,ULTRATECH INC,"3050 Zanker Road, San Jose, CA, 95134",37.3986597,-121.9303782,11336.56932
914,BELDEN INC,"1 North Brentwood Boulevard, 15th Floor, St. Louis, MO, 63105",38.6509306,-90.34167219999999,11321.313465
915,BOYD GAMING CORP,"3883 Howard Hughes Parkway, Ninth Floor, Las Vegas, NV, 89169",36.118724,-115.15801,11604.610746
916,DECKERS OUTDOOR CORP,"250 Coromar Drive, Goleta, CA, 93117",34.4287369,-119.8629881,11701.849296
917,COSTCO WHOLESALE CORP,"999 Lake Drive, Issaquah, WA, 98027",47.548675,-122.050648,10243.984932
918,LEXINGTON REALTY TRUST,"One Penn Plaza, Suite 4015, New York, NY, 10119",40.7511838,-73.9921394,10708.343014
919,REGENCY CENTERS CORP,"One Independent Drive, Suite 114, Jacksonville, FL, 32202",30.3258498,-81.65882280000001,12030.523089
920,FIRST FINL BANKSHARES INC,"400 Pine Street, Abilene, TX, 79601",32.4528753,-99.73315249999999,12097.708618
921,PATTERSON-UTI ENERGY INC,"450 Gears Road, Suite 500, Houston, TX, 77067",29.9464942,-95.4212426,12342.826922
922,INCYTE CORP,"1801 Augustine Cut-Off, Wilmington, DE, 19803",39.7625852,-75.5535578,10859.446277
923,GIBRALTAR INDUSTRIES INC,"3556 Lake Shore Road, PO Box 2028, Buffalo, NY, 14219",42.7921907,-78.8490336,10636.939343
924,ITRON INC,"2111 North Molter Road, Liberty Lake, WA, 99019",47.67524419999999,-117.09118,10313.154883
925,URBAN OUTFITTERS INC,"5000 South Broad Street, Philadelphia, PA, 19112",39.8891088,-75.1760903,10834.625198
926,UNIVERSAL FOREST PRODS INC,"2801 East Beltline Avenue, NE, Grand Rapids, MI, 49525",43.013889,-85.59169,10765.62119
927,ASSOCIATED ESTATES RLTY CORP,"1 AEC Parkway, Richmond Heights, OH, 44143",41.5695382,-81.4931112,10832.512386
928,NEWFIELD EXPLORATION CO,"4 Waterway Square Place, Suite 100, The Woodlands, TX, 77380",30.1602387,-95.4564448,12319.64193
929,FORWARD AIR CORP,"430 Airport Road, Greeneville, TN, 37745",36.1929071,-82.8111778,11437.492609
930,BOSTON PRIVATE FINL HOLDINGS,"Ten Post Office Square, Boston, MA, 2109",42.357535,-71.055815,10447.672359
931,VIAVI SOLUTIONS INC,"430 North McCarthy Boulevard, Milpitas, CA, 95035",37.4334522,-121.9207774,11333.057689
933,ASTORIA FINANCIAL CORP,"One Astoria Bank Plaza, Lake Success, NY, 11042",40.7577475,-73.70896359999999,10698.575307
934,NEW YORK CMNTY BANCORP INC,"615 Merrick Avenue, Westbury, NY, 11590",40.7389103,-73.584533,10696.486628
935,MADDEN STEVEN LTD,"52-16 Barnett Avenue, Long Island City, NY, 11104",40.7499158,-73.91114569999999,10705.880317
936,SIMON PROPERTY GROUP INC,"225 West Washington Street, Indianapolis, IN, 46204",39.7668367,-86.16231739999999,11127.52279
937,EASTMAN CHEMICAL CO,"200 South Wilcox Drive, Kingsport, TN, 37662",36.5354128,-82.5508778,11394.516964
938,MEDIFAST INC,"11445 Cronhill Drive, Owings Mills, MD, 21117",39.4396387,-76.7731032,10930.027555
939,HAIN CELESTIAL GROUP INC,"1111 Marcus Avenue, Lake Success, NY, 11042",40.7549295,-73.7007308,10698.598956
940,CELADON GROUP INC,"9503 East 33rd Street, Indianapolis, IN, 46235",39.816731,-85.99766009999999,11118.900379
941,MID-AMERICA APT CMNTYS INC,"6584 Poplar Avenue, Memphis, TN, 38138",35.0994042,-89.8431514,11701.254767
942,DAKTRONICS INC,"201 Daktronics Drive, Brookings, SD, 57006",44.307157,-96.7565924,10767.879407
943,HEALTH NET INC,"21650 Oxnard Street, Woodland Hills, CA, 91367",34.1787318,-118.6010616,11755.076582
944,DSP GROUP INC,"161 South San Antonio Road, Suite 10, Los Altos, CA, 94022",37.38034469999999,-122.1136996,11334.325055
945,MARTIN MARIETTA MATERIALS,"2710 Wycliff Road, Raleigh, NC, 27607-3033",35.8201608,-78.6901288,11365.234772
946,MOBILE MINI INC,"4646 East Van Buren Street, Suite 400, Phoenix, AZ, 85008",33.4518951,-111.984813,11940.251011
947,TRACTOR SUPPLY CO,"5401 Virginia Way, Brentwood, TN, 37027",36.0324501,-86.8130118,11544.261016
948,ALBEMARLE CORP,"451 Florida Street, Baton Rouge, LA, 70801",30.4496129,-91.1864939,12230.985304
949,QLOGIC CORP,"26650 Aliso Viejo Parkway, Aliso Viejo, CA, 92656",33.575428,-117.72937,11837.558325
950,INVESCO LTD,"Two Peachtree Pointe, 1555 Peachtree Street, North East, Suite 1800, Atlanta, 30309",33.7984172,-84.3877999,11731.803168
951,WESTROCK CO,"501 South 5th Street, Richmond, VA, 23219",37.5362715,-77.4416911,11148.496437
952,MACERICH CO,"401 Wilshire Boulevard, Suite 700, Santa Monica, CA, 90401",34.0198125,-118.4985762,11774.335328
953,OLYMPIC STEEL INC,"5096 Richmond Road, Bedford Heights, OH, 44146",41.4216122,-81.4999223,10848.414902
954,AVALONBAY COMMUNITIES INC,"Ballston Tower, 671 North Glebe Road, Suite 800, Arlington, VA, 22203",38.8786257,-77.1114515,10998.573132
955,TOWERS WATSON & CO,"901 North Glebe Road, Arlington, VA, 22203",38.8815164,-77.1151671,10998.382192
956,CIBER INC,"6312 S Fiddler's Green Circle, Suite 600 E, Greenwood Village, CO, 80111",39.6032897,-104.8933984,11309.086729
957,COPART INC,"14185 Dallas Parkway, Suite 300, Dallas, TX, 75254",32.9390113,-96.8226646,12025.703735
958,SCANSOURCE INC,"6 Logue Court, Greenville, SC, 29615",34.8554188,-82.2467808,11565.74319
959,MOTORCAR PARTS OF AMER INC,"2929 California Street, Torrance, CA, 90503",33.8419379,-118.3376944,11796.803796
960,AK STEEL HOLDING CORP,"9227 Centre Pointe Drive, West Chester, OH, 45069",39.3281175,-84.42941979999999,11139.157005
961,PROLOGIS INC,"Pier 1, Bay 1, San Francisco, CA, 94111",37.7973319,-122.3942501,11283.16916
962,EAGLE MATERIALS INC,"3811 Turtle Creek Boulevard, Suite 1100, Dallas, TX, 75219",32.8140807,-96.8006889,12039.325763
963,AGREE REALTY CORP,"70 East Long Lake Road, Bloomfield Hills, MI, 48304",42.583222,-83.242676,10764.142297
964,NEKTAR THERAPEUTICS,"455 Mission Bay Boulevard South, San Francisco, CA, 94158",37.7704274,-122.3887624,11286.177171
965,INVESTMENT TECHNOLOGY GP INC,"One Liberty Plaza, 165 Broadway, New York, NY, 10006",40.709808,-74.0107905,10713.192255
966,AMERIS BANCORP,"310 First Street, SE, Moultrie, GA, 31768",31.1764333,-83.78797349999999,11997.621475
967,SIMPSON MANUFACTURING INC,"5956 West Las Positas Boulevard, Pleasanton, CA, 94588",37.6826246,-121.8995146,11306.819619
968,ESSEX PROPERTY TRUST,"925 East Meadow Drive, Palo Alto, CA, 94303",37.4287126,-122.1077536,11329.27903
969,HIGHWOODS PROPERTIES INC,"3100 Smoketree Court, Suite 600, Raleigh, NC, 27604",35.818927,-78.6069251,11362.904761
970,LIBERTY PROPERTY TRUST,"Great Valley Corporate Center, 500 Chesterfield Parkway, Malvern, PA, 19355",40.0604656,-75.51247479999999,10827.333674
971,GREENBRIER COMPANIES INC,"One Centerpointe Drive, Suite 200, Lake Oswego, OR, 97035",45.42154050000001,-122.738859,10458.688301
972,MATTHEWS INTL CORP  -CL A,"Two NorthShore Center, Pittsburgh, PA, 15212",40.4476007,-80.0024093,10914.332808
973,APARTMENT INVST & MGMT CO,"4582 South Ulster Street, Suite 1100, Denver, CO, 80237",39.6331849,-104.898149,11305.757817
974,GEO GROUP INC,"One Park Place, Suite 700, 621 Northwest 53rd Street, Boca Raton, FL, 33487",26.3971008,-80.09514310000002,12396.876542
975,HOME PROPERTIES INC,"850 Clinton Square, Rochester, NY, 14604",43.1558773,-77.6058465,10565.639337
976,ADTRAN INC,"901 Explorer Boulevard, Huntsville, AL, 35806",34.7257637,-86.6804186,11682.859764
977,AMEDISYS INC,"5959 South Sherwood Forest Boulevard, Baton Rouge, LA, 70816",30.4007858,-91.0504299,12234.105333
978,MACK-CALI REALTY CORP,"343 Thornall Street, Edison, NJ, 8837",40.560655,-74.3357441,10738.887762
979,DARLING INGREDIENTS INC,"251 O'Connor Ridge Boulevard, Suite 300, Irving, TX, 75038",32.8674207,-96.9512184,12034.652906
980,SIRIUS XM HOLDINGS INC,"1221 Avenue of the Americas, 36th Floor, New York, NY, 10020",40.7594099,-73.98222,10707.180346
981,RELIANCE STEEL & ALUMINUM CO,"350 South Grand Avenue, Suite 5100, Los Angeles, CA, 90071",34.0514719,-118.2516573,11775.795815
982,REALTY INCOME CORP,"11995 El Camino Real, San Diego, CA, 92130",32.9375327,-117.2366546,11916.161771
983,KNIGHT TRANSPORTATION INC,"20002 North 19th Avenue, Phoenix, AZ, 85027",33.6677851,-112.1034337,11915.090627
984,NORTHWEST BANCSHARES INC,"100 Liberty Street, Warren, PA, 16365",41.84456,-79.146996,10744.554974
985,CAPITAL ONE FINANCIAL CORP,"1680 Capital One Drive, McLean, VA, 22102",38.9246474,-77.21315419999999,10996.791383
986,STILLWATER MINING CO,"26 West Dry Creek Circle, Suite 400, Littleton, CO, 80120",39.58026410000001,-104.9906157,11311.413372
987,NUTRISYSTEM INC,"Fort Washington Executive Center, 600 Office Center Drive, Fort Washington, PA, 19034",40.144402,-75.17597599999999,10808.232381
988,HANMI FINANCIAL CORP,"3660 Wilshire Boulevard, Penthouse Suite A, Los Angeles, CA, 90010",34.0612059,-118.3050067,11773.691001
989,INSIGHT ENTERPRISES INC,"6820 South Harl Avenue, Tempe, AZ, 85283",33.3583329,-111.9680852,11950.741845
990,RENT-A-CENTER INC,"5501 Headquarters Drive, Plano, TX, 75024",33.08516460000001,-96.81358039999999,12009.482452
991,BROOKS AUTOMATION INC,"15 Elizabeth Drive, Chelmsford, MA, 1824",42.5867377,-71.3229621,10433.463141
992,INTL FCSTONE INC,"708 Third Avenue, 15th Floor, Suite 1500, New York, NY, 10017",40.7524458,-73.97370529999999,10707.623729
993,ACI WORLDWIDE INC,"3520 Kraft Road, Suite 3000, Naples, FL, 34105",26.2093299,-81.7466602,12468.338271
994,DOLLAR TREE INC,"500 Volvo Parkway, Chesapeake, VA, 23320",36.7681471,-76.24261829999999,11191.38778
995,NATIONAL INSTRUMENTS CORP,"11500 North MoPac Expressway, Austin, TX, 78759",30.4083821,-97.7262444,12312.348301
996,MB FINANCIAL INC/MD,"800 West Madison Street, Chicago, IL, 60607",41.8819347,-87.6475602,10925.540895
997,HARMONIC INC,"4300 North First Street, San Jose, CA, 95134",37.4211359,-121.9610865,11333.457476
998,DARDEN RESTAURANTS INC,"1000 Darden Center Drive, Orlando, FL, 32837",28.4182605,-81.4253464,12225.439029
999,FEI CO,"5350 NE Dawson Creek Drive, Hillsboro, OR, 97124",45.5428834,-122.9294578,10441.737721
1000,RESMED INC,"9001 Spectrum Center Boulevard, San Diego, CA, 92123",32.8257199,-117.1335528,11930.238426
1001,CAMERON INTERNATIONAL CORP,"1333 West Loop South, Suite 1700, Houston, TX, 77027",29.7549365,-95.4545613,12364.285354
1002,DISH NETWORK CORP,"9601 South Meridian Boulevard, Englewood, CO, 80112",39.5457044,-104.8561335,11315.562753
1003,HAWAIIAN HOLDINGS INC,"3375 Koapaka Street, Suite G-350, Honolulu, HI, 96819",21.3357473,-157.9178975,11229.859014
1004,SOVRAN SELF STORAGE INC,"6467 Main Street, Williamsville, NY, 14221",42.9648461,-78.71251629999999,10615.199458
1005,WABTEC CORP,"1001 Air Brake Avenue, Wilmerding, PA, 15148",40.3943886,-79.8094533,10914.923215
1006,SUNEDISON INC,"13736 Riverport Drive, Maryland Heights, MO, 63043",38.7547875,-90.4666996,11311.832292
1007,ATLAS AIR WORLDWIDE HLDG INC,"2000 Westchester Avenue, Purchase, NY, 10577",41.0167558,-73.7111984,10672.063298
1008,INTEGRA LIFESCIENCES HLDGS,"311 Enterprise Drive, Plainsboro, NJ, 8536",40.3280772,-74.5849552,10770.73953
1009,HOSPITALITY PROPERTIES TRUST,"Two Newton Place, 255 Washington Street, Newton, MA, 2458",42.3578035,-71.18429689999999,10451.995666
1010,MEDNAX INC,"1301 Concord Terrace, Sunrise, FL, 33323",26.1339066,-80.34232089999999,12432.443593
1011,EVEREST RE GROUP LTD,"Seon Place, 4nd Floor, 141 Front Street, Hamilton, HM DX",32.2930807,-64.7784154,11194.220755
1012,RENAISSANCERE HOLDINGS LTD,"Renaissance House, 12 Crow Lane, Pembroke, HM 19",32.293436,-64.7761738,11194.083192
1013,HANOVER INSURANCE GROUP INC,"440 Lincoln Street, Worcester, MA, 1653",42.2926471,-71.7830993,10478.68869
1014,DIAMOND OFFSHRE DRILLING INC,"15415 Katy Freeway, Suite 100, Houston, TX, 77094",29.7841127,-95.6556135,12363.154562
1015,POOL CORP,"109 Northpark Boulevard, Covington, LA, 70433",30.44164719999999,-90.0873601,12213.262747
1016,DAVITA HEALTHCARE PARTNERS,"2000 16th Street, Denver, CO, 80202",39.7535072,-105.00415,11292.153419
1017,BANNER CORP,"10 South First Avenue, Walla Walla, WA, 99362",46.06653559999999,-118.3378654,10469.594295
1018,SCHEIN (HENRY) INC,"135 Duryea Road, Melville, NY, 11747",40.7677851,-73.4175607,10688.106698
1019,SANDISK CORP,"951 SanDisk Drive, Milpitas, CA, 95035",37.4188883,-121.9221553,11334.58797
1020,SCHWEITZER-MAUDUIT INTL INC,"100 North Point Center East, Suite 600, Alpharetta, GA, 30022-8246",34.0456623,-84.2990118,11703.189651
1021,LEXMARK INTL INC  -CL A,"One Lexmark Centre Drive, 740 West New Circle Road, Lexington, KY, 40550",38.0728015,-84.4911195,11275.400034
1022,ADVANCED ENERGY INDS INC,"1625 Sharp Point Drive, Fort Collins, CO, 80525",40.5658375,-105.0308111,11201.926001
1023,LAUDER (ESTEE) COS INC -CL A,"767 Fifth Avenue, New York, NY, 10153",40.7635861,-73.9723967,10706.436955
1024,WATERS CORP,"34 Maple Street, Milford, MA, 1757",42.136791,-71.4813247,10484.418913
1025,HEADWATERS INC,"10701 South River Front Parkway, Suite 300, South Jordan, UT, 84095",40.556642,-111.9111681,11158.781083
1026,BOSTON BEER INC  -CL A,"One Design Center Place, Suite 850, Boston, MA, 2210",42.34426879999999,-71.0305676,10448.158347
1027,NETAPP INC,"495 East Java Drive, Sunnyvale, CA, 94089",37.4112611,-122.0119022,11333.352417
1028,PAREXEL INTERNATIONAL CORP,"195 West Street, Waltham, MA, 2451",42.3923901,-71.27298259999999,10451.48413
1029,CITRIX SYSTEMS INC,"851 West Cypress Creek Road, Fort Lauderdale, FL, 33309",26.2039173,-80.1539354,12419.027818
1030,MSC INDUSTRIAL DIRECT  -CL A,"75 Maxess Road, Melville, NY, 11747",40.77709309999999,-73.4112069,10686.946169
1031,HARTFORD FINANCIAL SERVICES,"One Hartford Plaza, Hartford, CT, 6155",41.7696634,-72.6870864,10561.789892
1032,IMPAX LABORATORIES INC,"30831 Huntwood Avenue, Hayward, CA, 94544",37.6156295,-122.0554237,11310.448027
1033,SIZMEK INC,"500 West 5th Street, Suite 900, Austin, TX, 78701",30.2688431,-97.748206,12327.93266
1034,ALEXION PHARMACEUTICALS INC,"100 College Street, New Haven, CT, 6510",41.304215,-72.9317535,10617.350741
1035,CSG SYSTEMS INTL INC,"9555 Maroon Circle, Englewood, CO, 80112",39.5418548,-104.8577753,11315.986309
1036,IRON MOUNTAIN INC,"One Federal Street, Boston, MA, 2110",42.3561065,-71.05683359999999,10447.851516
1037,HUB GROUP INC  -CL A,"2000 Clearwater Drive, Oak Brook, IL, 60523",41.8506503,-87.930263,10933.763207
1038,CENTURY ALUMINUM CO,"One South Wacker Drive, Suite 1000, Chicago, IL, 60606",41.877458,-87.63596299999999,10925.827709
1039,YAHOO INC,"701 First Avenue, Sunnyvale, CA, 94089",37.4172771,-122.0251679,11332.403243
1040,DEAN FOODS CO,"2711 North Haskell Avenue, Suite 3400, Dallas, TX, 75204",32.8055394,-96.79236100000001,12040.20092
1041,CARBO CERAMICS INC,"Energy Center II, 575 North Dairy Ashford, Suite 300, Houston, TX, 77079",29.7861602,-95.6154818,12362.517337
1042,POLYCOM INC,"6001 America Center Drive, San Jose, CA, 95002",37.4175167,-121.9784588,11333.448021
1043,SYKES ENTERPRISES INC,"400 North Ashley Drive, Suite 2800, Tampa, FL, 33602",27.9475243,-82.46026959999999,12305.409169
1044,FTI CONSULTING INC,"1101 K Street NW, Washington, DC, 20005",38.902861,-77.0277527,10993.553163
1046,TUPPERWARE BRANDS CORP,"14901 South Orange Blossom Trail, Orlando, FL, 32837",28.3466496,-81.4021947,12232.31376
1047,SOUTHSIDE BANCSHARES INC,"1201 South Beckham Avenue, Tyler, TX, 75701",32.336145,-95.2920788,12078.119655
1048,AFFYMETRIX INC,"3420 Central Expressway, Santa Clara, CA, 95051",37.3749697,-121.9904979,11337.733604
1049,ANSYS INC,"Southpointe, 2600 ANSYS Drive, Canonsburg, PA, 15317",40.2718234,-80.166319,10937.168986
1050,GENESEE & WYOMING INC  -CL A,"20 West Avenue, Darien, CT, 6820",41.0777331,-73.470962,10658.069802
1051,DIME COMMUNITY BANCSHARES,"209 Havemeyer Street, Brooklyn, NY, 11211",40.7096551,-73.9585297,10711.535423
1052,FACTSET RESEARCH SYSTEMS INC,"601 Merritt 7, 3rd Floor, Norwalk, CT, 6851",41.1466963,-73.4265229,10649.564488
1053,STRAYER EDUCATION INC,"2303 Dulles Station Boulevard, Herndon, VA, 20171",38.95924369999999,-77.41470249999999,10999.12643
1054,TELETECH HOLDINGS INC,"9197 South Peoria Street, Englewood, CO, 80112",39.5491373,-104.8419049,11315.21369
1055,LAMAR ADVERTISING CO  -CL A,"5321 Corporate Boulevard, Baton Rouge, LA, 70808",30.4255441,-91.1347773,12232.776587
1056,GUESS INC,"1444 South Alameda Street, Los Angeles, CA, 90021",34.0241343,-118.2387483,11779.012369
1057,E TRADE FINANCIAL CORP,"1271 Avenue of the Americas, 14th Floor, New York, NY, 10020",40.7603857,-73.980766,10707.033557
1058,STERICYCLE INC,"28161 North Keith Drive, Lake Forest, IL, 60045",42.2716848,-87.90237839999999,10887.507109
1059,ABERCROMBIE & FITCH  -CL A,"6301 Fitch Path, New Albany, OH, 43054",40.090839,-82.77777999999999,11020.433059
1060,ENDO INTERNATIONAL PLC,"Minerva House, Simmonscourt Road, Ballsbridge, Dublin, 4",53.32530149999999,-6.226457799999999,6251.32755
1061,SPECTRUM PHARMACEUTICALS INC,"11500 South Eastern Avenue, Suite 240, Henderson, NV, 89052",35.982052,-115.099769,11620.44443
1062,ROFIN SINAR TECHNOLOGIES INC,"40984 Concept Drive, Plymouth, MI, 48170",42.3767546,-83.4385088,10790.502505
1063,NAVIGANT CONSULTING INC,"30 South Wacker Drive, Suite 3550, Chicago, IL, 60606",41.8808789,-87.6373976,10925.480711
1064,BJ'S RESTAURANTS INC,"7755 Center Avenue, Suite 300, Huntington Beach, CA, 92647",33.7349464,-117.9950726,11815.126353
1065,HIBBETT SPORTS INC,"2700 Milan Court, Birmingham, AL, 35211",33.4307767,-86.88709209999999,11827.118484
1066,WINTRUST FINANCIAL CORP,"9700 West Higgins Road, Suite 800, Rosemont, IL, 60018",41.9947978,-87.8695046,10917.061125
1067,STAGE STORES INC,"10201 Main Street, Houston, TX, 77025",29.6733809,-95.42804459999999,12372.992459
1068,TRIUMPH GROUP INC,"899 Cassatt Road, Suite 210, Berwyn, PA, 19312",40.0630789,-75.4591429,10825.418629
1069,NATIONAL OILWELL VARCO INC,"7909 Parkwood Circle Drive, Houston, TX, 77036",29.6916115,-95.5545889,12372.308732
1070,INGRAM MICRO INC,"1600 East St. Andrew Place, Santa Ana, CA, 92705",33.7218528,-117.8481765,11819.387948
1071,UNITED NATURAL FOODS INC,"313 Iron Horse Way, Providence, RI, 2908",41.828686,-71.4318448,10514.003132
1072,EPLUS INC,"13595 Dulles Technology Drive, Herndon, VA, 20171",38.9528571,-77.416496,10999.846147
1073,STEEL DYNAMICS INC,"7575 West Jefferson Boulevard, Fort Wayne, IN, 46804",41.04110499999999,-85.23742999999999,10971.603302
1074,FORRESTER RESEARCH INC,"60 Acorn Park Drive, Cambridge, MA, 2140",42.3982665,-71.14900589999999,10446.704073
1075,VIASAT INC,"6155 El Camino Real, Carlsbad, CA, 92009",33.12664,-117.2670287,11895.045588
1076,DELTIC TIMBER CORP,"210 East Elm Street, PO Box 7200, El Dorado, AR, 71731",33.2128321,-92.66240379999999,11950.311983
1077,MONSTER WORLDWIDE INC,"Building 15, 133 Boston Post Road, Weston, MA, 2493",42.3705458,-71.27502679999999,10453.767014
1078,QUEST DIAGNOSTICS INC,"3 Giralda Farms, Madison, NJ, 7940",40.77057629999999,-74.4387486,10720.526178
1079,LITHIA MOTORS INC  -CL A,"150 North Bartlett Street, Medford, OR, 97501",42.3286582,-122.8720949,10787.212908
